jobs_id,jobs_name,jobs_description,jobs_min_compensation,jobs_max_compensation,count_apps_id
1656728,Dietary Cashier Counter Attendant,"<div><strong>Dietary Cashier Counter Attendant </strong></div><div> </div><div><strong>SUMMARY</strong></div><div><strong> </strong></div><div>This position is responsible for Collection of payment for all Cafeteria sales. </div><div>Reports to Dietary Manager</div><div>Classification: Non-Exempt</div><div>           </div><div><strong> </strong></div><div><strong>QUALIFICATIONS</strong></div><div>Minimum six months cashier and customer service experience required, preferably in food service industry.  High school diploma or GED desired. </div><div>                                                  </div><div>OCCUPATIONAL EXPOSURE</div><div>Category III exposure.</div><div><strong> </strong></div><div><strong>RESPONSIBILITIES</strong></div><ol><li>Responsible for the collection of payment for all tabulated food tickets and items sold at the Cashier’s Counter.  Cashier will be accountable for a balanced drawer throughout their shift.</li><li>Follow all company guidelines for accounting and cash handling procedures.</li><li>Responsible for proper handling of guest comments and complaints.</li><li>Responsible for preparing daily deposits and change order requests.</li><li>Responsible for the general organization and cleanliness of the Cashiers booth.</li><li>Assist management in any way that is conductive to the efficient operation of the facility.</li><li>Food and Beverage Service</li><li>Must be knowledgeable in all menu and price offerings as well as point of purchase marketing materials.</li><li>Must be knowledgeable of all serving utensils and displays along with the correct application.</li><li>Proficient in serving all foods and beverages displayed on the serving line. Serves guests prepared items.</li><li>Helps maintain adequate dishes, glasses, trays, and silverware on counter.</li><li>Monitors and maintains adequate line movement.</li><li>Assists other team members when necessary, including announcements and phone management. </li><li>Maintains organization throughout the shift in work areas.</li><li>Stores all items in their designated labeled areas and eliminates clutter.</li><li>Follows standardized cleaning procedures and practices the “clean-as-you-go” philosophy.</li><li>Responsible for following all food safety and sanitation throughout the shift.</li><li>Follows departmental opening and closing procedures.</li><li>Performs daily cleaning assignment(s).</li><li>Adheres to Facility’s Emergency Preparedness Program, Occupational Safety and Health Administration (OSHA) and other mandatory programs in the Facility as appropriate.</li><li>Effectively communicates product, equipment, or operational issues to management in a timely manner.</li><li>Responsible for reviewing schedule and checking out with management before leaving.</li><li>Comply with facility Standards of Behavior and complete all required education assignments within the designated timeline.</li></ol><div><strong> </strong></div><div><strong>PHYSICAL DEMANDS</strong></div><ol><li>The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.</li><li>While performing the duties of this job the employee must be capable of prolonged standing and walking on a continuous basis, converse, and listen; use hands to touch, handle, or feel objects, tools or controls; and to reach with hands and arms. Specific vision abilities required by this job include close vision and the ability to adjust focus.</li><li>The employee must be able to lift and/or carry up to 20 pounds on a regular basis.</li></ol><div> </div><div><strong>WORK ENVIRONMENT</strong></div><ol><li>The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.</li></ol>","","",125
1608249,Drive Thru Cashier,"<div><strong>&gt;&gt;&gt; APPLYING FROM A PHONE? SCROLL TO APPLY ON THIS PAGE &lt;&lt;&lt;</strong></div><div><strong>GOOD FITTING CANDIDATES WILL RECEIVE TEXTS OR EMAILS WITH </strong></div><div><strong>INSTRUCTIONS TO CONTINUE THROUGH THE APPLICATION PROCESS.</strong></div><div><br><strong><em>Enjoy the challenge of beating the clock?  We want YOU to join our Drive Thru Team! <br></em></strong><br></div><div>If you have an ""eager to help"" attitude, thrive in a team environment, and are hungry to be a part of a cool, authentic alternative to fast food, read on...</div><div><strong>CHARACTERISTICS OF A GREAT RESTAURANT TEAM MEMBER:</strong></div><ul><li>Delights by anticipating guests' needs and providing exceptional service</li><li>Passionate about preparing and serving guests fresh, great tasting, premium quality food</li><li>Hustles in a team environment</li><li>Recognizes and gives credit when due to others</li><li>Makes both food and personal safety a priority</li><li>Exhibits a ""clean as you go"" mentality</li></ul><div>WHAT'S IN IT FOR YOU?</div><ul><li><strong>WORK TODAY, GET PAID TOMORROW</strong> - Available!</li><li>Be part of a culture of dreaming big through goal setting</li><li>Continuous learning</li><li>Flexible schedule options </li><li>Discounted meals</li><li>Eye, Dental, &amp; Accidental Death and Disability Insurances Available</li></ul><div> </div><div>Benefits available to Full Time Team Members:</div><ul><li>Major Medical</li><li>Life Insurance</li></ul><div><em>Prep Cook / Cook / Team Member / Crew / Food Server / Stocker / Packer / Expeditor / Cashier / Customer Service / CSR / Shift Leader / Shift Coordinator / Kitchen Manager / Shift Manager / Assistant Manager / General Manager / RGM </em></div>",1100,1200,25
1608186,Drive Thru Cashier,"<div class=""trix-content"">  <div><strong>&gt;&gt;&gt; APPLYING FROM A PHONE? SCROLL TO APPLY ON THIS PAGE &lt;&lt;&lt;</strong></div><div><strong>GOOD FITTING CANDIDATES WILL RECEIVE TEXTS OR EMAILS WITH </strong></div><div><strong>INSTRUCTIONS TO CONTINUE THROUGH THE APPLICATION PROCESS.</strong></div><div><br><strong><em>Enjoy the challenge of beating the clock?  We want YOU to join our Drive Thru Team! <br></em></strong><br></div><div>If you have an ""eager to help"" attitude, thrive in a team environment, and are hungry to be a part of a cool, authentic alternative to fast food, read on...</div><div><strong>CHARACTERISTICS OF A GREAT RESTAURANT TEAM MEMBER:</strong></div><ul><li>Delights by anticipating guests' needs and providing exceptional service</li><li>Passionate about preparing and serving guests fresh, great tasting, premium quality food</li><li>Hustles in a team environment</li><li>Recognizes and gives credit when due to others</li><li>Makes both food and personal safety a priority</li><li>Exhibits a ""clean as you go"" mentality</li></ul><div>WHAT'S IN IT FOR YOU?</div><ul><li><strong>WORK TODAY, GET PAID TOMORROW</strong> - Available!</li><li>Be part of a culture of dreaming big through goal setting</li><li>Continuous learning</li><li>Flexible schedule options </li><li>Discounted meals</li><li>Eye, Dental, &amp; Accidental Death and Disability Insurances Available</li></ul><div> </div><div>Benefits available to Full Time Team Members:</div><ul><li>Major Medical</li><li>Life Insurance</li></ul><div><em>Prep Cook / Cook / Team Member / Crew / Food Server / Stocker / Packer / Expeditor / Cashier / Customer Service / CSR / Shift Leader / Shift Coordinator / Kitchen Manager / Shift Manager / Assistant Manager / General Manager / RGM </em></div></div>",1000,1100,4
1608245,Drive Thru Cashier,"<div class=""trix-content"">  <div><strong>&gt;&gt;&gt; APPLYING FROM A PHONE? SCROLL TO APPLY ON THIS PAGE &lt;&lt;&lt;</strong></div><div><strong>GOOD FITTING CANDIDATES WILL RECEIVE TEXTS OR EMAILS WITH </strong></div><div><strong>INSTRUCTIONS TO CONTINUE THROUGH THE APPLICATION PROCESS.</strong></div><div><br><strong><em>Enjoy the challenge of beating the clock?  We want YOU to join our Drive Thru Team! <br></em></strong><br></div><div>If you have an ""eager to help"" attitude, thrive in a team environment, and are hungry to be a part of a cool, authentic alternative to fast food, read on...</div><div><strong>CHARACTERISTICS OF A GREAT RESTAURANT TEAM MEMBER:</strong></div><ul><li>Delights by anticipating guests' needs and providing exceptional service</li><li>Passionate about preparing and serving guests fresh, great tasting, premium quality food</li><li>Hustles in a team environment</li><li>Recognizes and gives credit when due to others</li><li>Makes both food and personal safety a priority</li><li>Exhibits a ""clean as you go"" mentality</li></ul><div>WHAT'S IN IT FOR YOU?</div><ul><li><strong>WORK TODAY, GET PAID TOMORROW</strong> - Available!</li><li>Be part of a culture of dreaming big through goal setting</li><li>Continuous learning</li><li>Flexible schedule options </li><li>Discounted meals</li><li>Eye, Dental, &amp; Accidental Death and Disability Insurances Available</li></ul><div> </div><div>Benefits available to Full Time Team Members:</div><ul><li>Major Medical</li><li>Life Insurance</li></ul><div><em>Prep Cook / Cook / Team Member / Crew / Food Server / Stocker / Packer / Expeditor / Cashier / Customer Service / CSR / Shift Leader / Shift Coordinator / Kitchen Manager / Shift Manager / Assistant Manager / General Manager / RGM </em></div></div>",1000,1100,18
1608251,Drive Thru Cashier,"<div><strong>&gt;&gt;&gt; APPLYING FROM A PHONE? SCROLL TO APPLY ON THIS PAGE &lt;&lt;&lt;</strong></div><div><strong>GOOD FITTING CANDIDATES WILL RECEIVE TEXTS OR EMAILS WITH </strong></div><div><strong>INSTRUCTIONS TO CONTINUE THROUGH THE APPLICATION PROCESS.</strong></div><div><br><strong><em>Enjoy the challenge of beating the clock?  We want YOU to join our Drive Thru Team! <br></em></strong><br></div><div>If you have an ""eager to help"" attitude, thrive in a team environment, and are hungry to be a part of a cool, authentic alternative to fast food, read on...</div><div><strong>CHARACTERISTICS OF A GREAT RESTAURANT TEAM MEMBER:</strong></div><ul><li>Delights by anticipating guests' needs and providing exceptional service</li><li>Passionate about preparing and serving guests fresh, great tasting, premium quality food</li><li>Hustles in a team environment</li><li>Recognizes and gives credit when due to others</li><li>Makes both food and personal safety a priority</li><li>Exhibits a ""clean as you go"" mentality</li></ul><div>WHAT'S IN IT FOR YOU?</div><ul><li><strong>WORK TODAY, GET PAID TOMORROW</strong> - Available!</li><li>Be part of a culture of dreaming big through goal setting</li><li>Continuous learning</li><li>Flexible schedule options </li><li>Discounted meals</li><li>Eye, Dental, &amp; Accidental Death and Disability Insurances Available</li></ul><div> </div><div>Benefits available to Full Time Team Members:</div><ul><li>Major Medical</li><li>Life Insurance</li></ul><div><em>Prep Cook / Cook / Team Member / Crew / Food Server / Stocker / Packer / Expeditor / Cashier / Customer Service / CSR / Shift Leader / Shift Coordinator / Kitchen Manager / Shift Manager / Assistant Manager / General Manager / RGM </em></div>",1200,1300,11
1608248,Drive Thru Cashier,"<div class=""trix-content"">  <div><strong>&gt;&gt;&gt; APPLYING FROM A PHONE? SCROLL TO APPLY ON THIS PAGE &lt;&lt;&lt;</strong></div><div><strong>GOOD FITTING CANDIDATES WILL RECEIVE TEXTS OR EMAILS WITH </strong></div><div><strong>INSTRUCTIONS TO CONTINUE THROUGH THE APPLICATION PROCESS.</strong></div><div><br><strong><em>Enjoy the challenge of beating the clock?  We want YOU to join our Drive Thru Team! <br></em></strong><br></div><div>If you have an ""eager to help"" attitude, thrive in a team environment, and are hungry to be a part of a cool, authentic alternative to fast food, read on...</div><div><strong>CHARACTERISTICS OF A GREAT RESTAURANT TEAM MEMBER:</strong></div><ul><li>Delights by anticipating guests' needs and providing exceptional service</li><li>Passionate about preparing and serving guests fresh, great tasting, premium quality food</li><li>Hustles in a team environment</li><li>Recognizes and gives credit when due to others</li><li>Makes both food and personal safety a priority</li><li>Exhibits a ""clean as you go"" mentality</li></ul><div>WHAT'S IN IT FOR YOU?</div><ul><li><strong>WORK TODAY, GET PAID TOMORROW</strong> - Available!</li><li>Be part of a culture of dreaming big through goal setting</li><li>Continuous learning</li><li>Flexible schedule options </li><li>Discounted meals</li><li>Eye, Dental, &amp; Accidental Death and Disability Insurances Available</li></ul><div> </div><div>Benefits available to Full Time Team Members:</div><ul><li>Major Medical</li><li>Life Insurance</li></ul><div><em>Prep Cook / Cook / Team Member / Crew / Food Server / Stocker / Packer / Expeditor / Cashier / Customer Service / CSR / Shift Leader / Shift Coordinator / Kitchen Manager / Shift Manager / Assistant Manager / General Manager / RGM </em></div></div>",1000,1100,42
1592155,Events Cashier,"<div><strong>POSITION: Events Cashier</strong> <br><br></div><div><strong>REPORTS TO: Events and Operations Supervisor </strong> <br><br></div><div><strong>Position summary: </strong>the TRACK at new balance is a state-of-the-art multi-sport and multi-function facility. The goal of an Events Cashier is to oversee the operation of the snack bar and merchandise shop. This position is part time and scheduled based on facility needs.<br><br></div><div><strong>Position Responsibilities:</strong> </div><ul><li>Assist guests in purchasing food, beverages, and merchandise </li><li>Provide excellent customer service </li><li>Handle cash and card payments </li><li>Count inventory and alert management of low stock </li><li>Maintain a clean area for sales </li></ul><div><strong>Required Skills/Abilities:</strong> </div><ul><li>Functions well in quick paced environments </li><li>Quickly identify challenges and relevant solutions </li><li>Ability to balance multiple tasks in an efficient manner </li><li>Maintains flexibility with scheduling and work hours </li><li>Must be able to work nights and weekends </li></ul><div><strong>Education/Experience:</strong> </div><ul><li>High School Degree </li><li>Relevant cash handling experience.  </li></ul>",1500,"",111
1927818,Firehouse Subs - Cashier,"<div> <strong>REPORTS TO: General Manager/Assistant Manager/Shift Leader</strong> </div><div> </div><div>The cashier position is critical to the daily success of the restaurant. It’s a guest facing job; often the first touch point with the guest beyond the “Welcome to Firehouse” greeting. </div><div> </div><div><strong>Job Requirements:</strong> </div><ul><li>Able to work in a fast-paced environment.</li><li>Excellent menu and product knowledge.</li><li>Accountable for the accuracy of the guest’s order.</li><li>Able to communicate effectively with guests and handle questions and concerns in a professional manner.</li><li>Proficient use of the POS system.</li><li>Accuracy of the cash drawer.</li><li>Team player.</li><li>Thanks the guest sincerely for their business.</li><li>Participates in all Firehouse Subs® Public Safety Foundation fundraising initiatives.</li><li>Maintains an organized, stocked, and sanitary work space.</li><li>Able and willing to complete other restaurant functions such as food preparation or cleaning, per management direction, or any other duties assigned by the general manager, assistant manager, or shift leader.</li><li>Maintains a safe work environment, adhering to all established food and safety guidelines.</li><li>Able to lift up to 50 lbs.</li></ul><div>Benefits: </div><ul><li>Hourly Pay</li><li>Paid time off</li><li>Flexible hours</li><li>Growth potential/Opportunity for advancement within my agency</li></ul>",1000,1600,6
1861024,FIrehouse Subs - Cashier (Full & PT Time),"<div><strong>REPORTS TO: General Manager/Assistant Manager/Shift Leader</strong></div><div> </div><div>The cashier position is critical to the daily success of the restaurant. It’s a guest facing job; often the first touch point with the guest beyond the “Welcome to Firehouse” greeting.</div><div> </div><div><strong>Job Requirements:</strong></div><div> </div><ul><li>Able to work in a fast-paced environment.</li><li>Excellent menu and product knowledge.</li><li>Accountable for the accuracy of the guest’s order.</li><li>Able to communicate effectively with guests and handle questions and concerns in a professional manner.</li><li>Proficient use of the POS system.</li><li>Accuracy of the cash drawer.</li><li>Team player.</li><li>Thanks the guest sincerely for their business.</li><li>Participates in all Firehouse Subs® Public Safety Foundation fundraising initiatives.</li><li>Maintains an organized, stocked, and sanitary work space.</li><li>Able and willing to complete other restaurant functions such as food preparation or cleaning, per management direction, or any other duties assigned by the general manager, assistant manager, or shift leader.</li><li>Maintains a safe work environment, adhering to all established food and safety guidelines.</li><li>Able to lift up to 50 lbs.</li></ul><div><br>Benefits:<br> Shared Tips <br> Discount on Food<br> Flexible Schedule<br> 401k </div>","","",28
1807626,FOH Server/Cashier NO LATE NIGHTS,"<div>FOH SERVER/CASHIER<br>JOB DESCRIPTION<br>The FOH Server/Cashier may work in the capacity of Cashier, Expeditor, and/or Greeter. The FOH Server/ <br>Cashier maintains consistent customer service focus always showing pride of ownership and a sense of urgency to <br>delight the Guest. Enthusiastically greets Guests with a warm, genuine welcome. Consistently follows high standards of <br>service.<br>• Demonstrates strong comprehension of menu including recipes, allergens, and dietary restriction <br>workarounds.<br>• Processes Guest orders in person or by telephone using the POS, handle cash and credit/debit card <br>transactions with accuracy while upholding register dialogue.<br>• Follows all cash handling procedures, including fraud protection, and properly assigns and checks out <br>drawers as required.<br>• Presents food to Guests, circulates dining room for service opportunities, pre-busses, and busses tables, <br>and greets Guests who are walking into the restaurant, standing in line, or exiting the restaurant.<br>• Maintains clean floors, busses, and washes dishes, cleans and restocks bathrooms, wipes windows. <br>Maintains the overall cleanliness of the restaurant.<br>• Processes Guest orders at the register, simultaneously pour beverages, answers questions about our <br>menu, and keep the front counter area clean and organized.<br>• Restock the ice bin, dry clean tumblers, and glassware.<br>• Communicates regularly and consistently with Guests and employees working in other stations (BOH and <br>FOH) to optimize service levels.<br>• Other tasks as assigned.<br><br>SKILLS AND QUALIFICATIONS<br>FOH Server/Cashier must exercise the following qualities and skills:<br>• Strong customer service personality and skills<br>• Prior experience in a customer service or restaurant environment preferred.<br>• Ability to remain calm under pressure in a fast-paced environment.<br>• Reliable transportation and ability to arrive at work on time and maintain a positive attendance record.<br>• Ability to remain calm under pressure in a fast-paced environment.<br>• Reliable transportation and ability to arrive at work on time and maintain a positive attendance record.<br>• Ability to work a flexible schedule, including weekends, holidays, and evenings.<br>• Good communication, organization, and interpersonal skills to establish and maintain effective working <br>relationships with co-workers.<br>• Current Food Handlers Card or ServSafe Certificate.<br>PREVIOUS EXPERIENCE<br>• A minimum of 6 months experience as a Cashier in a hospitality or retail environment. Previous restaurant <br>experience is preferred. </div>",1800,2200,122
1807629,FOH Server/Cashier NO LATE NIGHTS,"<div>FOH SERVER/CASHIER<br>JOB DESCRIPTION<br>The FOH Server/Cashier may work in the capacity of Cashier, Expeditor, and/or Greeter. The FOH Server/ <br>Cashier maintains consistent customer service focus always showing pride of ownership and a sense of urgency to <br>delight the Guest. Enthusiastically greets Guests with a warm, genuine welcome. Consistently follows high standards of <br>service.<br>• Demonstrates strong comprehension of menu including recipes, allergens, and dietary restriction <br>workarounds.<br>• Processes Guest orders in person or by telephone using the POS, handle cash and credit/debit card <br>transactions with accuracy while upholding register dialogue.<br>• Follows all cash handling procedures, including fraud protection, and properly assigns and checks out <br>drawers as required.<br>• Presents food to Guests, circulates dining room for service opportunities, pre-busses, and busses tables, <br>and greets Guests who are walking into the restaurant, standing in line, or exiting the restaurant.<br>• Maintains clean floors, busses, and washes dishes, cleans and restocks bathrooms, wipes windows. <br>Maintains the overall cleanliness of the restaurant.<br>• Processes Guest orders at the register, simultaneously pour beverages, answers questions about our <br>menu, and keep the front counter area clean and organized.<br>• Restock the ice bin, dry clean tumblers, and glassware.<br>• Communicates regularly and consistently with Guests and employees working in other stations (BOH and <br>FOH) to optimize service levels.<br>• Other tasks as assigned.<br><br>SKILLS AND QUALIFICATIONS<br>FOH Server/Cashier must exercise the following qualities and skills:<br>• Strong customer service personality and skills<br>• Prior experience in a customer service or restaurant environment preferred.<br>• Ability to remain calm under pressure in a fast-paced environment.<br>• Reliable transportation and ability to arrive at work on time and maintain a positive attendance record.<br>• Ability to remain calm under pressure in a fast-paced environment.<br>• Reliable transportation and ability to arrive at work on time and maintain a positive attendance record.<br>• Ability to work a flexible schedule, including weekends, holidays, and evenings.<br>• Good communication, organization, and interpersonal skills to establish and maintain effective working <br>relationships with co-workers.<br>• Current Food Handlers Card or ServSafe Certificate.<br>PREVIOUS EXPERIENCE<br>• A minimum of 6 months experience as a Cashier in a hospitality or retail environment. Previous restaurant <br>experience is preferred. </div>",1800,2200,61
1836351,Food and Beverage Cashier,"<div><strong><u>HUALAPAI PREFERENCE</u></strong></div><div> </div><div>Position:                      <strong>Food &amp; Beverage</strong> <strong>Cashier - GCW </strong></div><div>Department:                <strong>Grand Canyon West</strong></div><div>Classification:             <strong>Non-Exempt</strong></div><div>Salary Range:              <strong>H4</strong></div><div>Supervisor:                  <strong>Food &amp; Beverage Supervisor</strong></div><div><strong> </strong></div><div>Disclaimer: Position Description is not meant to encompass all aspects of position, other duties may be assigned.</div><div><strong> </strong></div><div><strong>Position Summary:</strong></div><div>Food &amp; Beverage Cashiers are responsible for utilizing the POS system to handle Food &amp; Beverage transactions, both cash and credit and answering questions from quests concerning Grand Canyon West locations and operations. Provides outstanding customer service at all times. May assist with food handling duties, if needed.</div><div><strong> </strong></div><div><strong>Knowledge and Abilities:</strong></div><ol><li>Ability to communicate well and interact with guests in a clear concise manner.</li><li>Ability to provide outstanding customer service by providing prompt, courteous and helpful information to guests.</li><li>Experience in use of POS systems and handling cash and credit transactions while following proper cash handling policies and procedures.</li><li>Ability to reconcile cash drawer and end of day sales reports.</li><li>Ability to work in a team environment, multi-task efficiently and maintain positive working relationships.</li><li>Knowledge of Grand Canyon West locations, operations, Hualapai history and culture.</li></ol><div><strong> </strong></div><div><strong>Duties &amp; Responsibilities:</strong></div><ol><li>Handle cash and credit retail transactions using the POS system.</li><li>Responsible for assigned cash drawer and end of day balancing of cash and sales reports.</li><li>Handle all transactions using proper cash control policies and procedures.</li><li>Assist guests with questions they have concerning Grand Canyon West locations, operations, Hualapai history and culture. Provide outstanding customer service using high service standards.</li><li>Assist with maintaining inventory and assist in stock inventory, as directed.</li><li>May assist with basic food handling and custodial duties, as needed.</li><li>Perform other work-related duties as assigned.</li></ol><div> </div><div><strong> </strong></div><div><strong>Qualifications:</strong></div><ol><li>Good oral communication skills.</li><li>Valid Driver’s License with clean driving record preferred.</li><li>High School Diploma or GED.</li><li>Ability to lift up to 25 pounds.</li><li>Prior experience working with a POS system or cash handling preferred.</li><li>Food Handlers’ card preferred.</li><li>Preference given to Hualapai Tribal members.</li></ol><div> </div><div><strong>Working Conditions:</strong></div><div>Typical café/deli environment with high transaction volume. May be required to lift up to 25 lbs. Must be able to work varying schedules, weekends and holidays. Willingness to work in remote location.</div><div><strong> </strong></div><div><strong> </strong></div><div> </div><div> </div><div>Applicant must pass a pre-employment drug screen and extensive background check may be required. All applicants are considered without regard to age, sex, race, national origin, religion, marital status or physical disability. However, preference may be given to persons of Indian decent in accordance with Public law 88-353, Section 703 (7-2-71) and Public Law 93-638, Section 7B</div><div> </div><div> </div><div> </div><div> </div>","","",29
1698504,Food Prep / Cashier,"<div>FT or PT, Mon-Sun, Flexible schedule, Hours 8:30am - 9:30pm, Food Discount. College Students, High School Students and Retirees Welcome.<br><br><strong>REPORTS TO: General Manager/Assistant Manager/Shift Leader</strong></div><div> </div><div><strong>Position Summary Statement:</strong> The line positions are critical to the daily success of the restaurant. Part of our mission is to serve hearty and flavorful food, and it has to be done right! The line is just that…the front lines of our operation and standards must be exceeded to ensure we execute on our mission.</div><div> </div><div><strong>Job Requirements:</strong></div><div> </div><ul><li>Food prep, restaurant duties, and cashier.Able to work in a fast-paced environment.</li><li>Excellent menu and product knowledge.</li><li>Accountable for the preparation of the guest’s order.</li><li>Able to communicate effectively with guests and handle questions and concerns in a professional manner.</li><li>Team player.</li><li>Thanks the guest sincerely for their business.</li><li>Participates in all Firehouse Subs® Public Safety Foundation fundraising initiatives.</li><li>Maintains an organized, stocked, and sanitary work space.</li><li>Able and willing to complete other restaurant functions such as cashier or cleaning, per management direction, or any other duties assigned by the general manager, assistant manager, or shift leader.</li><li>Maintains a safe work environment, adhering to all established food and safety guidelines.</li><li>Able to lift up to 50 lbs.</li></ul>",1000,1300,5
1703123,Food Prep / Cashier,"<div>FT or PT, Mon-Sun, Flexible schedule, Hours 8:30am - 9:30pm, Food Discount. College Students, High School Students and Retirees Welcome.<br><br><strong>REPORTS TO: General Manager/Assistant Manager/Shift Leader</strong></div><div> </div><div><strong>Position Summary Statement:</strong> The line positions are critical to the daily success of the restaurant. Part of our mission is to serve hearty and flavorful food, and it has to be done right! The line is just that…the front lines of our operation and standards must be exceeded to ensure we execute on our mission.</div><div> </div><div><strong>Job Requirements:</strong></div><div> </div><ul><li>Food prep, restaurant duties, and cashier.Able to work in a fast-paced environment.</li><li>Excellent menu and product knowledge.</li><li>Accountable for the preparation of the guest’s order.</li><li>Able to communicate effectively with guests and handle questions and concerns in a professional manner.</li><li>Team player.</li><li>Thanks the guest sincerely for their business.</li><li>Participates in all Firehouse Subs® Public Safety Foundation fundraising initiatives.</li><li>Maintains an organized, stocked, and sanitary work space.</li><li>Able and willing to complete other restaurant functions such as cashier or cleaning, per management direction, or any other duties assigned by the general manager, assistant manager, or shift leader.</li><li>Maintains a safe work environment, adhering to all established food and safety guidelines.</li><li>Able to lift up to 50 lbs.</li></ul>",1000,1300,10
1698506,Food Prep / Cashier,"<div>FT or PT, Mon-Sun, Flexible schedule, Hours 8:30am - 9:30pm, Food Discount. College Students, High School Students and Retirees Welcome.<br><br><strong>REPORTS TO: General Manager/Assistant Manager/Shift Leader</strong></div><div> </div><div><strong>Position Summary Statement:</strong> The line positions are critical to the daily success of the restaurant. Part of our mission is to serve hearty and flavorful food, and it has to be done right! The line is just that…the front lines of our operation and standards must be exceeded to ensure we execute on our mission.</div><div> </div><div><strong>Job Requirements:</strong></div><div> </div><ul><li>Food prep, restaurant duties, and cashier.Able to work in a fast-paced environment.</li><li>Excellent menu and product knowledge.</li><li>Accountable for the preparation of the guest’s order.</li><li>Able to communicate effectively with guests and handle questions and concerns in a professional manner.</li><li>Team player.</li><li>Thanks the guest sincerely for their business.</li><li>Participates in all Firehouse Subs® Public Safety Foundation fundraising initiatives.</li><li>Maintains an organized, stocked, and sanitary work space.</li><li>Able and willing to complete other restaurant functions such as cashier or cleaning, per management direction, or any other duties assigned by the general manager, assistant manager, or shift leader.</li><li>Maintains a safe work environment, adhering to all established food and safety guidelines.</li><li>Able to lift up to 50 lbs.</li></ul>",1000,1300,1
1715467,Food Prep / Cashier,"<div>FT or PT, Mon-Sun, Flexible schedule, Hours 8:30am - 9:30pm, Food Discount. College Students, High School Students and Retirees Welcome.<br><br><strong>REPORTS TO: General Manager/Assistant Manager/Shift Leader</strong></div><div> </div><div><strong>Position Summary Statement:</strong> The line positions are critical to the daily success of the restaurant. Part of our mission is to serve hearty and flavorful food, and it has to be done right! The line is just that…the front lines of our operation and standards must be exceeded to ensure we execute on our mission.</div><div> </div><div><strong>Job Requirements:</strong></div><div> </div><ul><li>Food prep, restaurant duties, and cashier.Able to work in a fast-paced environment.</li><li>Excellent menu and product knowledge.</li><li>Accountable for the preparation of the guest’s order.</li><li>Able to communicate effectively with guests and handle questions and concerns in a professional manner.</li><li>Team player.</li><li>Thanks the guest sincerely for their business.</li><li>Participates in all Firehouse Subs® Public Safety Foundation fundraising initiatives.</li><li>Maintains an organized, stocked, and sanitary work space.</li><li>Able and willing to complete other restaurant functions such as cashier or cleaning, per management direction, or any other duties assigned by the general manager, assistant manager, or shift leader.</li><li>Maintains a safe work environment, adhering to all established food and safety guidelines.</li><li>Able to lift up to 50 lbs.</li></ul>",1000,1300,12
1839999,Food Prep / Cashier,"<div>FT or PT, Mon-Sun, Flexible schedule, Hours 8:30am - 9:30pm, Food Discount. College Students, High School Students and Retirees Welcome. Salary +Tips<br><br><strong>REPORTS TO: General Manager/Assistant Manager/Shift Leader</strong></div><div> </div><div><strong>Position Summary Statement:</strong> The line positions are critical to the daily success of the restaurant. Part of our mission is to serve hearty and flavorful food, and it has to be done right! The line is just that…the front lines of our operation and standards must be exceeded to ensure we execute on our mission.</div><div> </div><div><strong>Job Requirements:</strong></div><div> </div><ul><li>Food prep, restaurant duties, and cashier.Able to work in a fast-paced environment.</li><li>Excellent menu and product knowledge.</li><li>Accountable for the preparation of the guest’s order.</li><li>Able to communicate effectively with guests and handle questions and concerns in a professional manner.</li><li>Team player.</li><li>Thanks the guest sincerely for their business.</li><li>Participates in all Firehouse Subs® Public Safety Foundation fundraising initiatives.</li><li>Maintains an organized, stocked, and sanitary work space.</li><li>Able and willing to complete other restaurant functions such as cashier or cleaning, per management direction, or any other duties assigned by the general manager, assistant manager, or shift leader.</li><li>Maintains a safe work environment, adhering to all established food and safety guidelines.</li><li>Able to lift up to 50 lbs.</li></ul>",1000,1100,5
1766482,Food Prep / Cashier,"<div>FT or PT, Mon-Sun, Flexible schedule, Hours 8:30am - 9:30pm, Food Discount. College Students, High School Students and Retirees Welcome.<br><br><strong>REPORTS TO: General Manager/Assistant Manager/Shift Leader</strong></div><div> </div><div><strong>Position Summary Statement:</strong> The line positions are critical to the daily success of the restaurant. Part of our mission is to serve hearty and flavorful food, and it has to be done right! The line is just that…the front lines of our operation and standards must be exceeded to ensure we execute on our mission.</div><div> </div><div><strong>Job Requirements:</strong></div><div> </div><ul><li>Food prep, restaurant duties, and cashier.Able to work in a fast-paced environment.</li><li>Excellent menu and product knowledge.</li><li>Accountable for the preparation of the guest’s order.</li><li>Able to communicate effectively with guests and handle questions and concerns in a professional manner.</li><li>Team player.</li><li>Thanks the guest sincerely for their business.</li><li>Participates in all Firehouse Subs® Public Safety Foundation fundraising initiatives.</li><li>Maintains an organized, stocked, and sanitary work space.</li><li>Able and willing to complete other restaurant functions such as cashier or cleaning, per management direction, or any other duties assigned by the general manager, assistant manager, or shift leader.</li><li>Maintains a safe work environment, adhering to all established food and safety guidelines.</li><li>Able to lift up to 50 lbs.</li></ul>",1000,1300,9
